Species,Trait Type,p,h2,Q,m,means,mean increase,sd,Dunnett_Pvalue_adj
Maize,One,100,0.9,0.1,3,-0.118568073,-0.676545304,0,0
Maize,One,100,0.9,0.1,5,0.273876336,-0.284100895,0.147523464,0
Maize,One,100,0.9,0.1,10,0.532145877,-0.025831354,0.038919942,0.593724729
Maize,One,100,0.9,0.1,25,0.544335562,-0.013641669,0.009088273,0.9723029
Maize,One,100,0.9,0.1,100,0.553042984,-0.004934247,0.00849221,0.999975312
Maize,One,100,0.9,0.1,500,0.54498796,-0.012989272,0.006349433,0.97909721
Maize,One,1,0.9,0.5,0,0.482035316,0,0,0
Maize,One,1,0.9,0.5,1,-0.124300258,-0.606335575,0.038463374,0
Maize,One,1,0.9,0.5,2,-0.108388606,-0.590423922,0.05094728,0
Maize,One,1,0.9,0.5,3,-0.060224079,-0.542259396,0.00206531,0
Maize,One,1,0.9,0.5,5,-0.009650766,-0.491686082,0.0579961,0
Maize,One,1,0.9,0.5,10,0.331808958,-0.150226359,0.009984493,0
Maize,One,1,0.9,0.5,25,0.247269371,-0.234765946,0.026921636,0
Maize,One,5,0.9,0.5,0,0.629990834,0,0,0
Maize,One,5,0.9,0.5,1,0.306842221,-0.323148614,0,0
Maize,One,5,0.9,0.5,2,0.350698592,-0.279292242,0.022323281,0
Maize,One,5,0.9,0.5,3,0.366351131,-0.263639704,0.025808061,0
Maize,One,5,0.9,0.5,5,0.39485173,-0.235139105,0.009170361,0
Maize,One,5,0.9,0.5,10,0.458517744,-0.171473091,0.01106165,0
Maize,One,5,0.9,0.5,25,0.595929173,-0.034061662,0.007756347,0
Maize,One,5,0.9,0.5,50,0.597609186,-0.032381649,0.009428522,0
Maize,One,25,0.9,0.5,0,0.431577757,0,0,0
Maize,One,25,0.9,0.5,1,0.39982773,-0.031750027,0.009662465,0
Maize,One,25,0.9,0.5,2,0.421120701,-0.010457056,0.014985994,3.31E-07
Maize,One,25,0.9,0.5,3,0.426301183,-0.005276574,0.009779339,0.031698266
Maize,One,25,0.9,0.5,5,0.426263628,-0.005314129,0.008160918,0.029941989
Maize,One,25,0.9,0.5,10,0.420498559,-0.011079198,0.01011065,1.16E-07
Maize,One,25,0.9,0.5,25,0.41992591,-0.011651846,0.008421941,7.60E-09
Maize,One,25,0.9,0.5,100,0.421107707,-0.01047005,0.007877219,2.45E-07
Maize,One,100,0.9,0.5,0,0.399861961,0,0,0
Maize,One,100,0.9,0.5,1,0.286204099,-0.113657863,0,0
Maize,One,100,0.9,0.5,2,0.309172028,-0.090689933,0,0
Maize,One,100,0.9,0.5,3,0.309172028,-0.090689933,0,0
Maize,One,100,0.9,0.5,5,0.319945012,-0.07991695,0.013264712,0
Maize,One,100,0.9,0.5,10,0.378495425,-0.021366536,0.011891597,5.46E-12
Maize,One,100,0.9,0.5,25,0.388021024,-0.011840938,0.010322967,0.000213151
Maize,One,100,0.9,0.5,100,0.390259951,-0.00960201,0.009879889,0.004224342
Maize,One,100,0.9,0.5,500,0.39263269,-0.007229272,0.004241645,0.056386612
Maize,One,1,0.9,0.9,0,0.435962838,0,0,0
Maize,One,1,0.9,0.9,1,0.421562812,-0.014400026,0.006219579,2.00E-11
Maize,One,1,0.9,0.9,2,0.416075704,-0.019887134,0.011386761,0
Maize,One,1,0.9,0.9,3,0.415212958,-0.02074988,0.010033994,0
Maize,One,1,0.9,0.9,5,0.413412904,-0.022549934,0.013750485,0
Maize,One,1,0.9,0.9,10,0.411680678,-0.02428216,0.012345652,0
Maize,One,1,0.9,0.9,25,0.419416455,-0.016546383,0.009601863,9.21E-15
Maize,One,5,0.9,0.9,0,0.510830839,0,0,0
Maize,One,5,0.9,0.9,1,0.407758385,-0.103072453,0.027358888,0
Maize,One,5,0.9,0.9,2,0.397746448,-0.113084391,0.024523853,0
Maize,One,5,0.9,0.9,3,0.397369836,-0.113461003,0.024592898,0
Maize,One,5,0.9,0.9,5,0.422611399,-0.08821944,0.024362761,0
Maize,One,5,0.9,0.9,10,0.450723142,-0.060107696,0.023197261,0
Maize,One,5,0.9,0.9,25,0.481636366,-0.029194473,0.018422334,8.21E-10
Maize,One,5,0.9,0.9,50,0.457958984,-0.052871855,0.023126314,0
Maize,One,25,0.9,0.9,0,0.452390362,0,0,0
Maize,One,25,0.9,0.9,1,0.40801963,-0.044370732,0.012297994,0
Maize,One,25,0.9,0.9,2,0.40510371,-0.047286652,0.014398493,0
Maize,One,25,0.9,0.9,3,0.408733435,-0.043656926,0.013094468,0
Maize,One,25,0.9,0.9,5,0.421600088,-0.030790273,0.01362431,0
Maize,One,25,0.9,0.9,10,0.434399426,-0.017990935,0.009973588,7.11E-15
Maize,One,25,0.9,0.9,25,0.436537776,-0.015852585,0.008284221,5.27E-12
Maize,One,25,0.9,0.9,100,0.442660154,-0.009730208,0.006716132,5.07E-05
Maize,One,100,0.9,0.9,0,0.466719674,0,0,0
Maize,One,100,0.9,0.9,1,0.434722249,-0.031997425,0.02180464,0
Maize,One,100,0.9,0.9,2,0.433646939,-0.033072735,0.022438016,0
Maize,One,100,0.9,0.9,3,0.435826199,-0.030893475,0.01840864,0
Maize,One,100,0.9,0.9,5,0.454620946,-0.012098728,0.011311998,0.001045269
Maize,One,100,0.9,0.9,10,0.455288025,-0.011431649,0.013646812,0.002324105
Maize,One,100,0.9,0.9,25,0.44386579,-0.022853884,0.013688282,4.55E-12
Maize,One,100,0.9,0.9,100,0.434363851,-0.032355823,0.013898858,0
Maize,One,100,0.9,0.9,500,0.451857683,-0.014861991,0.014429568,1.81E-05
Sorghum,Two,2,0.1,0.3,0,0.088583883,0,0,0
Sorghum,Two,2,0.1,0.3,1,0.00987821,-0.078705673,0.073125943,9.83E-08
Sorghum,Two,2,0.1,0.3,2,0.010470927,-0.078112956,0.0758736,5.06E-08
Sorghum,Two,2,0.1,0.3,3,0.009815568,-0.078768315,0.07581745,3.03E-08
Sorghum,Two,2,0.1,0.3,5,0.009520331,-0.079063552,0.076600587,4.66E-08
Sorghum,Two,2,0.1,0.3,10,0.019972035,-0.068611848,0.071918018,2.24E-06
Sorghum,Two,2,0.1,0.3,25,0.050156444,-0.038427439,0.055874663,0.021253834
Sorghum,Two,3,0.1,0.3,0,0.390036183,0,0,0
Sorghum,Two,3,0.1,0.3,1,0.387858319,-0.002177864,0.003968207,0.064384869
Sorghum,Two,3,0.1,0.3,2,0.387932955,-0.002103228,0.0054138,0.079444131
Sorghum,Two,3,0.1,0.3,3,0.388212721,-0.001823462,0.005378474,0.164256801
Sorghum,Two,3,0.1,0.3,5,0.38805503,-0.001981153,0.004246128,0.110651218
Sorghum,Two,3,0.1,0.3,10,0.388440577,-0.001595606,0.005576051,0.274633048
Sorghum,Two,3,0.1,0.3,25,0.389073756,-0.000962427,0.003405242,0.75798818
Sorghum,Two,5,0.1,0.3,0,0.555549325,0,0,0
Sorghum,Two,5,0.1,0.3,1,0.555324929,-0.000224396,0.003282841,0.998986614
Sorghum,Two,5,0.1,0.3,2,0.555966689,0.000417364,0.003387055,0.96250704
Sorghum,Two,5,0.1,0.3,3,0.555677279,0.000127954,0.003283042,0.999975302
Sorghum,Two,5,0.1,0.3,5,0.55540458,-0.000144745,0.002779882,0.99994317
Sorghum,Two,5,0.1,0.3,10,0.555380189,-0.000169137,0.002734176,0.999839096
Sorghum,Two,5,0.1,0.3,25,0.555148514,-0.000400811,0.002483198,0.969530098
Sorghum,Two,5,0.1,0.3,50,0.55537245,-0.000176875,0.002869654,0.999783713
Sorghum,Two,10,0.1,0.3,0,0.216736747,0,0,0
Sorghum,Two,10,0.1,0.3,1,0.214977968,-0.001758779,0.006534421,0.406724769
Sorghum,Two,10,0.1,0.3,2,0.216061616,-0.000675131,0.006358384,0.989086055
Sorghum,Two,10,0.1,0.3,3,0.215481093,-0.001255654,0.005675753,0.75836678
Sorghum,Two,10,0.1,0.3,5,0.21525313,-0.001483617,0.005051126,0.595907391
Sorghum,Two,10,0.1,0.3,10,0.215609194,-0.001127553,0.00504848,0.839609207
Sorghum,Two,10,0.1,0.3,25,0.216046199,-0.000690549,0.006087153,0.987447925
Sorghum,Two,10,0.1,0.3,50,0.216142137,-0.00059461,0.003924351,0.99516333
Sorghum,Two,10,0.1,0.3,100,0.215904291,-0.000832457,0.004989875,0.962686409
Sorghum,Two,25,0.1,0.3,0,0.559088985,0,0,0
Sorghum,Two,25,0.1,0.3,1,0.558582797,-0.000506189,0.002296128,0.797190507
Sorghum,Two,25,0.1,0.3,2,0.558646887,-0.000442098,0.002650951,0.883898362
Sorghum,Two,25,0.1,0.3,3,0.558418401,-0.000670584,0.002443494,0.522709152
Sorghum,Two,25,0.1,0.3,5,0.558126075,-0.00096291,0.002302635,0.158306943
Sorghum,Two,25,0.1,0.3,10,0.558626047,-0.000462939,0.002199423,0.858217303
Sorghum,Two,25,0.1,0.3,25,0.558746039,-0.000342947,0.002320226,0.967724325
Sorghum,Two,25,0.1,0.3,50,0.558795914,-0.000293071,0.002055949,0.987174963
Sorghum,Two,25,0.1,0.3,100,0.558314659,-0.000774326,0.002359571,0.362368545
Sorghum,Two,100,0.1,0.3,0,-0.140689091,0,0,0
Sorghum,Two,100,0.1,0.3,1,-0.134722352,0.005966739,0.022633588,0.507583053
Sorghum,Two,100,0.1,0.3,2,-0.134293273,0.006395818,0.022955821,0.426886469
Sorghum,Two,100,0.1,0.3,3,-0.133240447,0.007448643,0.024770196,0.261654691
Sorghum,Two,100,0.1,0.3,5,-0.13428681,0.006402281,0.021049536,0.425881066
Sorghum,Two,100,0.1,0.3,10,-0.134975594,0.005713497,0.01970359,0.557515771
Sorghum,Two,100,0.1,0.3,25,-0.130259931,0.01042916,0.020873223,0.040790615
Sorghum,Two,100,0.1,0.3,50,-0.136061524,0.004627567,0.014508587,0.773307251
Sorghum,Two,100,0.1,0.3,100,-0.137070352,0.003618739,0.013206188,0.925042837
Sorghum,Two,100,0.1,0.3,500,-0.135367934,0.005321157,0.015427845,0.636755539
Sorghum,Two,2,0.1,0.5,0,0.326332988,0,0,0
Sorghum,Two,2,0.1,0.5,1,0.281310515,-0.045022473,0.038007325,3.38E-09
Sorghum,Two,2,0.1,0.5,2,0.283777106,-0.042555882,0.03819313,1.22E-08
Sorghum,Two,2,0.1,0.5,3,0.28918015,-0.037152838,0.036416262,1.34E-06
Sorghum,Two,2,0.1,0.5,5,0.289640097,-0.036692891,0.037039856,1.34E-06
Sorghum,Two,2,0.1,0.5,10,0.296233638,-0.03009935,0.037626124,0.000114503
Sorghum,Two,2,0.1,0.5,25,0.299155375,-0.027177613,0.038024642,0.000614271
Sorghum,Two,3,0.1,0.5,0,0.454323455,0,0,0
Sorghum,Two,3,0.1,0.5,1,0.454037767,-0.000285688,0.002352829,0.983131975
Sorghum,Two,3,0.1,0.5,2,0.453441387,-0.000882068,0.002427234,0.294330343
Sorghum,Two,3,0.1,0.5,3,0.453556324,-0.000767131,0.002585251,0.433367892
Sorghum,Two,3,0.1,0.5,5,0.453251395,-0.00107206,0.002805424,0.136485626
Sorghum,Two,3,0.1,0.5,10,0.452644413,-0.001679042,0.003025566,0.004195276
Sorghum,Two,3,0.1,0.5,25,0.453575922,-0.000747533,0.002791811,0.460074789
Sorghum,Two,5,0.1,0.5,0,0.454323455,0,0,0
Sorghum,Two,5,0.1,0.5,1,0.451370158,-0.002953297,0.003128351,3.83E-05
Sorghum,Two,5,0.1,0.5,2,0.451967885,-0.00235557,0.00376499,0.001530733
Sorghum,Two,5,0.1,0.5,3,0.452360058,-0.001963397,0.003297761,0.013111807
Sorghum,Two,5,0.1,0.5,5,0.452740783,-0.001582672,0.003394368,0.071193937
Sorghum,Two,5,0.1,0.5,10,0.452591059,-0.001732396,0.004592523,0.038416319
Sorghum,Two,5,0.1,0.5,25,0.453037777,-0.001285677,0.00242532,0.205341491
Sorghum,Two,5,0.1,0.5,50,0.453313909,-0.001009545,0.002758219,0.444523729
Sorghum,Two,10,0.1,0.5,0,0.088583883,0,0,0
Sorghum,Two,10,0.1,0.5,1,0.087156658,-0.001427225,0.009613737,0.911698691
Sorghum,Two,10,0.1,0.5,2,0.087390844,-0.001193039,0.009451789,0.964878934
Sorghum,Two,10,0.1,0.5,3,0.088388319,-0.000195564,0.008817187,0.999999931
Sorghum,Two,10,0.1,0.5,5,0.087591539,-0.000992344,0.008411847,0.988077121
Sorghum,Two,10,0.1,0.5,10,0.087827823,-0.00075606,0.007141507,0.997994311
Sorghum,Two,10,0.1,0.5,25,0.086684862,-0.001899021,0.006238809,0.720718101
Sorghum,Two,10,0.1,0.5,50,0.085846275,-0.002737608,0.006489347,0.329133283
Sorghum,Two,10,0.1,0.5,100,0.086218126,-0.002365757,0.007028887,0.489803475
Sorghum,Two,25,0.1,0.5,0,0.436500172,0,0,0
Sorghum,Two,25,0.1,0.5,1,0.432970395,-0.003529777,0.005665463,0.00108084
Sorghum,Two,25,0.1,0.5,2,0.433013998,-0.003486173,0.005799737,0.001245812
Sorghum,Two,25,0.1,0.5,3,0.43315753,-0.003342642,0.005687872,0.002253131
Sorghum,Two,25,0.1,0.5,5,0.433281115,-0.003219057,0.005542343,0.003709355
Sorghum,Two,25,0.1,0.5,10,0.433764195,-0.002735976,0.004838505,0.020618057
Sorghum,Two,25,0.1,0.5,25,0.434466998,-0.002033174,0.004016113,0.15026978
Sorghum,Two,25,0.1,0.5,50,0.43535999,-0.001140181,0.00341581,0.734635961
Sorghum,Two,25,0.1,0.5,100,0.434484244,-0.002015928,0.003193617,0.156705564
Sorghum,Two,100,0.1,0.5,0,-0.020457372,0,0,0
Sorghum,Two,100,0.1,0.5,1,-0.020471254,-1.39E-05,0.012041137,1
Sorghum,Two,100,0.1,0.5,2,-0.021643195,-0.001185823,0.013117956,0.999166107
Sorghum,Two,100,0.1,0.5,3,-0.019153062,0.001304311,0.011918976,0.998269946
Sorghum,Two,100,0.1,0.5,5,-0.019799945,0.000657427,0.013781148,0.999993625
Sorghum,Two,100,0.1,0.5,10,-0.020496757,-3.94E-05,0.012977637,1
Sorghum,Two,100,0.1,0.5,25,-0.020697621,-0.000240249,0.01370638,0.999999999
Sorghum,Two,100,0.1,0.5,50,-0.019916274,0.000541098,0.01293391,0.999998822
Sorghum,Two,100,0.1,0.5,100,-0.018058801,0.002398571,0.0127792,0.912434558
Sorghum,Two,100,0.1,0.5,500,-0.018728924,0.001728448,0.011345527,0.987189905
Sorghum,Two,2,0.1,0.9,0,0.216736747,0,0,0
Sorghum,Two,2,0.1,0.9,1,0.197079651,-0.019657096,0.023503857,6.54E-14
Sorghum,Two,2,0.1,0.9,2,0.208774336,-0.007962411,0.015093693,0.008462346
Sorghum,Two,2,0.1,0.9,3,0.211758769,-0.004977978,0.010663323,0.196239641
Sorghum,Two,2,0.1,0.9,5,0.21267756,-0.004059187,0.008267785,0.384207911
Sorghum,Two,2,0.1,0.9,10,0.214428543,-0.002308204,0.008172308,0.865547361
Sorghum,Two,2,0.1,0.9,25,0.214227123,-0.002509624,0.007907102,0.818501036
Sorghum,Two,3,0.1,0.9,0,0.555549325,0,0,0
Sorghum,Two,3,0.1,0.9,1,0.555827543,0.000278217,0.002761661,0.989693059
Sorghum,Two,3,0.1,0.9,2,0.55426586,-0.001283465,0.003485909,0.076438721
Sorghum,Two,3,0.1,0.9,3,0.554111636,-0.00143769,0.002944305,0.035856186
Sorghum,Two,3,0.1,0.9,5,0.554388726,-0.001160599,0.003170951,0.131246757
Sorghum,Two,3,0.1,0.9,10,0.554984077,-0.000565248,0.002195118,0.781018696
Sorghum,Two,3,0.1,0.9,25,0.555125845,-0.00042348,0.002484513,0.925554555
Sorghum,Two,5,0.1,0.9,0,0.390036183,0,0,0
Sorghum,Two,5,0.1,0.9,1,0.388258246,-0.001777936,0.004778835,0.309146265
Sorghum,Two,5,0.1,0.9,2,0.387811871,-0.002224312,0.005993055,0.123074046
Sorghum,Two,5,0.1,0.9,3,0.387823758,-0.002212425,0.005781936,0.126289584
Sorghum,Two,5,0.1,0.9,5,0.387759341,-0.002276842,0.005236071,0.108888571
Sorghum,Two,5,0.1,0.9,10,0.387337466,-0.002698717,0.005691778,0.036553544
Sorghum,Two,5,0.1,0.9,25,0.388774519,-0.001261664,0.004060512,0.667627446
Sorghum,Two,5,0.1,0.9,50,0.388594185,-0.001441998,0.005041106,0.5311234
Sorghum,Two,10,0.1,0.9,0,0.326332988,0,0,0
Sorghum,Two,10,0.1,0.9,1,0.325275986,-0.001057001,0.004327183,0.620804207
Sorghum,Two,10,0.1,0.9,2,0.325188028,-0.00114496,0.003848168,0.533678948
Sorghum,Two,10,0.1,0.9,3,0.32533962,-0.000993368,0.004179871,0.683937819
Sorghum,Two,10,0.1,0.9,5,0.325908633,-0.000424355,0.003936003,0.99580925
Sorghum,Two,10,0.1,0.9,10,0.325253075,-0.001079913,0.003961795,0.597831232
Sorghum,Two,10,0.1,0.9,25,0.325369041,-0.000963947,0.003925275,0.712786302
Sorghum,Two,10,0.1,0.9,50,0.325367186,-0.000965802,0.004135865,0.711139964
Sorghum,Two,10,0.1,0.9,100,0.326101132,-0.000231856,0.003863059,0.999945349
Sorghum,Two,25,0.1,0.9,0,0.726168301,0,0,0
Sorghum,Two,25,0.1,0.9,1,0.725792727,-0.000375574,0.00186325,0.897526577
Sorghum,Two,25,0.1,0.9,2,0.726200961,3.27E-05,0.001633393,0.999999998
Sorghum,Two,25,0.1,0.9,3,0.72625662,8.83E-05,0.001929296,0.99999384
Sorghum,Two,25,0.1,0.9,5,0.726472293,0.000303992,0.001834139,0.964958073
Sorghum,Two,25,0.1,0.9,10,0.726197236,2.89E-05,0.00212364,0.999999999
Sorghum,Two,25,0.1,0.9,25,0.726146804,-2.15E-05,0.001920536,1
Sorghum,Two,25,0.1,0.9,50,0.725474314,-0.000693986,0.002127247,0.334726828
Sorghum,Two,25,0.1,0.9,100,0.724830375,-0.001337925,0.00270153,0.003928774
Sorghum,Two,100,0.1,0.9,0,0.209420213,0,0,0
Sorghum,Two,100,0.1,0.9,1,0.209775632,0.000355419,0.005516679,0.999978845
Sorghum,Two,100,0.1,0.9,2,0.20916848,-0.000251732,0.005062162,0.999998919
Sorghum,Two,100,0.1,0.9,3,0.209143339,-0.000276873,0.004758634,0.999997523
Sorghum,Two,100,0.1,0.9,5,0.209907052,0.00048684,0.00499651,0.999713294
Sorghum,Two,100,0.1,0.9,10,0.207480207,-0.001940006,0.006635872,0.422181227
Sorghum,Two,100,0.1,0.9,25,0.208342832,-0.00107738,0.007932957,0.930536427
Sorghum,Two,100,0.1,0.9,50,0.209984443,0.00056423,0.006917252,0.999079741
Sorghum,Two,100,0.1,0.9,100,0.210136907,0.000716695,0.006474877,0.994555786
Sorghum,Two,100,0.1,0.9,500,0.210690054,0.001269841,0.004782522,0.846614207
Sorghum,Two,2,0.5,0.3,0,0.390036183,0,0,0
Sorghum,Two,2,0.5,0.3,1,-0.125853727,-0.515889909,0.002122219,0
Sorghum,Two,2,0.5,0.3,2,-0.126075733,-0.516111916,0.001778372,0
Sorghum,Two,2,0.5,0.3,3,-0.125723326,-0.515759509,0.001106612,0
Sorghum,Two,2,0.5,0.3,5,-0.126420481,-0.516456664,0.002519164,0
Sorghum,Two,2,0.5,0.3,10,-0.131073374,-0.521109557,0,0
Sorghum,Two,2,0.5,0.3,25,0.2974962,-0.092539982,0.112901389,0
Sorghum,Two,3,0.5,0.3,0,0.088583883,0,0,0
Sorghum,Two,3,0.5,0.3,1,0.096407742,0.007823859,0.006624541,1.01E-06
Sorghum,Two,3,0.5,0.3,2,0.09536534,0.006781457,0.005603892,3.33E-05
Sorghum,Two,3,0.5,0.3,3,0.091569375,0.002985492,0.005677412,0.18283987
Sorghum,Two,3,0.5,0.3,5,0.084103833,-0.00448005,0.007046569,0.013413538
Sorghum,Two,3,0.5,0.3,10,0.086432394,-0.00215149,0.01068126,0.493594771
Sorghum,Two,3,0.5,0.3,25,0.089054761,0.000470878,0.010403321,0.999287912
Sorghum,Two,5,0.5,0.3,0,0.216736747,0,0,0
Sorghum,Two,5,0.5,0.3,1,0.22195447,0.005217722,0.000238381,2.31E-14
Sorghum,Two,5,0.5,0.3,2,0.22202985,0.005293103,4.34E-05,1.09E-14
Sorghum,Two,5,0.5,0.3,3,0.22202985,0.005293103,4.34E-05,5.05E-14
Sorghum,Two,5,0.5,0.3,5,0.222040529,0.005303782,0,1.38E-14
Sorghum,Two,5,0.5,0.3,10,0.217574547,0.000837799,0.002780829,0.656867264
Sorghum,Two,5,0.5,0.3,25,0.215944412,-0.000792336,0.005755882,0.708919593
Sorghum,Two,5,0.5,0.3,50,0.21608514,-0.000651607,0.006533824,0.853473607
Sorghum,Two,10,0.5,0.3,0,0.390036183,0,0,0
Sorghum,Two,10,0.5,0.3,1,0.389502444,-0.000533739,0.003546012,0.996584863
Sorghum,Two,10,0.5,0.3,2,0.388829308,-0.001206875,0.003784147,0.744888647
Sorghum,Two,10,0.5,0.3,3,0.388534704,-0.001501478,0.004134885,0.521409275
Sorghum,Two,10,0.5,0.3,5,0.388605353,-0.00143083,0.003726091,0.574756397
Sorghum,Two,10,0.5,0.3,10,0.388195242,-0.001840941,0.006224792,0.298229536
Sorghum,Two,10,0.5,0.3,25,0.387625715,-0.002410467,0.006883168,0.086491691
Sorghum,Two,10,0.5,0.3,50,0.387584696,-0.002451487,0.007173176,0.078114109
Sorghum,Two,10,0.5,0.3,100,0.388092488,-0.001943695,0.004752328,0.245154695
Sorghum,Two,25,0.5,0.3,0,-0.140689091,0,0,0
Sorghum,Two,25,0.5,0.3,1,-0.145632708,-0.004943617,0.016611648,0.274414095
Sorghum,Two,25,0.5,0.3,2,-0.151849388,-0.011160297,0.015645792,0.000145641
Sorghum,Two,25,0.5,0.3,3,-0.155994707,-0.015305616,0.008765421,4.14E-08
Sorghum,Two,25,0.5,0.3,5,-0.157160248,-0.016471158,0.008391303,5.81E-09
Sorghum,Two,25,0.5,0.3,10,-0.156845867,-0.016156776,0.006071544,4.66E-09
Sorghum,Two,25,0.5,0.3,25,-0.155527985,-0.014838894,0.007921398,1.36E-07
Sorghum,Two,25,0.5,0.3,50,-0.1531043,-0.012415209,0.009605756,1.53E-05
Sorghum,Two,25,0.5,0.3,100,-0.148137483,-0.007448392,0.012558288,0.027236749
Sorghum,Two,100,0.5,0.3,0,0.559088985,0,0,0
Sorghum,Two,100,0.5,0.3,1,0.558775883,-0.000313102,0.001510324,0.924756092
Sorghum,Two,100,0.5,0.3,2,0.558187541,-0.000901445,0.001685613,0.040985743
Sorghum,Two,100,0.5,0.3,3,0.558299927,-0.000789059,0.002035062,0.100049834
Sorghum,Two,100,0.5,0.3,5,0.558367035,-0.00072195,0.001702292,0.160343187
Sorghum,Two,100,0.5,0.3,10,0.558665022,-0.000423964,0.001346571,0.720501041
Sorghum,Two,100,0.5,0.3,25,0.558644534,-0.000444451,0.001536071,0.673306608
Sorghum,Two,100,0.5,0.3,50,0.5587617,-0.000327286,0.002087795,0.905814356
Sorghum,Two,100,0.5,0.3,100,0.559002888,-8.61E-05,0.001953993,0.999994924
Sorghum,Two,100,0.5,0.3,500,0.559544418,0.000455433,0.001404429,0.647671817
Sorghum,Two,2,0.5,0.5,0,0.454323455,0,0,0
Sorghum,Two,2,0.5,0.5,1,0.116608438,-0.337715016,0.041470664,0
Sorghum,Two,2,0.5,0.5,2,0.115158408,-0.339165047,0.045819412,0
Sorghum,Two,2,0.5,0.5,3,0.120309202,-0.334014253,0.043397618,0
Sorghum,Two,2,0.5,0.5,5,0.121776137,-0.332547318,0.043718901,0
Sorghum,Two,2,0.5,0.5,10,0.142483837,-0.311839618,0.052332839,0
Sorghum,Two,2,0.5,0.5,25,0.176450881,-0.277872574,0.059390092,0
Sorghum,Two,3,0.5,0.5,0,0.326332988,0,0,0
Sorghum,Two,3,0.5,0.5,1,0.327338815,0.001005827,0.000367961,0.000256785
Sorghum,Two,3,0.5,0.5,2,0.327338815,0.001005827,0.000367961,0.000246118
Sorghum,Two,3,0.5,0.5,3,0.327941999,0.001609011,0,6.58E-10
Sorghum,Two,3,0.5,0.5,5,0.324893105,-0.001439883,0.000631901,3.18E-08
Sorghum,Two,3,0.5,0.5,10,0.324984229,-0.001348759,0.00074881,3.05E-07
Sorghum,Two,3,0.5,0.5,25,0.324092214,-0.002240774,0.003033055,0
Sorghum,Two,5,0.5,0.5,0,0.326332988,0,0,0
Sorghum,Two,5,0.5,0.5,1,0.3205135,-0.005819488,5.26E-05,0
Sorghum,Two,5,0.5,0.5,2,0.32050473,-0.005828258,0,0
Sorghum,Two,5,0.5,0.5,3,0.32050473,-0.005828258,0,0
Sorghum,Two,5,0.5,0.5,5,0.321853939,-0.004479049,0.003246302,0
Sorghum,Two,5,0.5,0.5,10,0.323081843,-0.003251145,0.003051436,1.93E-09
Sorghum,Two,5,0.5,0.5,25,0.323398604,-0.002934384,0.003982992,7.05E-08
Sorghum,Two,5,0.5,0.5,50,0.321468803,-0.004864185,0.003981745,0
Sorghum,Two,10,0.5,0.5,0,0.454323455,0,0,0
Sorghum,Two,10,0.5,0.5,1,0.456434548,0.002111093,0.001214141,4.43E-13
Sorghum,Two,10,0.5,0.5,2,0.456374733,0.002051278,0.001119939,2.89E-12
Sorghum,Two,10,0.5,0.5,3,0.456439408,0.002115953,0.000985728,3.13E-13
Sorghum,Two,10,0.5,0.5,5,0.456539656,0.002216202,0.000950311,3.60E-14
Sorghum,Two,10,0.5,0.5,10,0.456454405,0.00213095,0.001126205,2.38E-13
Sorghum,Two,10,0.5,0.5,25,0.456657529,0.002334074,0.001274032,3.44E-15
Sorghum,Two,10,0.5,0.5,50,0.455162349,0.000838894,0.002558481,0.018224592
Sorghum,Two,10,0.5,0.5,100,0.455307038,0.000983583,0.001837941,0.003334208
Sorghum,Two,25,0.5,0.5,0,0.559088985,0,0,0
Sorghum,Two,25,0.5,0.5,1,0.559165994,7.70E-05,0.001194127,0.999999292
Sorghum,Two,25,0.5,0.5,2,0.558751561,-0.000337425,0.001633318,0.971437871
Sorghum,Two,25,0.5,0.5,3,0.558739397,-0.000349588,0.001248006,0.965187154
Sorghum,Two,25,0.5,0.5,5,0.558462233,-0.000626752,0.001282344,0.603998416
Sorghum,Two,25,0.5,0.5,10,0.558119174,-0.000969811,0.002040354,0.158602389
Sorghum,Two,25,0.5,0.5,25,0.558597251,-0.000491735,0.002184285,0.822999533
Sorghum,Two,25,0.5,0.5,50,0.55851335,-0.000575635,0.002817758,0.690949112
Sorghum,Two,25,0.5,0.5,100,0.558823088,-0.000265897,0.002417856,0.993276247
Sorghum,Two,100,0.5,0.5,0,0.436500172,0,0,0
Sorghum,Two,100,0.5,0.5,1,0.425136793,-0.011363379,0.001957232,0
Sorghum,Two,100,0.5,0.5,2,0.426285601,-0.01021457,0.001041849,0
Sorghum,Two,100,0.5,0.5,3,0.426805725,-0.009694447,0.00148818,0
Sorghum,Two,100,0.5,0.5,5,0.427578415,-0.008921757,0.000306594,0
Sorghum,Two,100,0.5,0.5,10,0.426520067,-0.009980104,0.006440648,0
Sorghum,Two,100,0.5,0.5,25,0.430028819,-0.006471352,0.005930539,2.38E-14
Sorghum,Two,100,0.5,0.5,50,0.433666844,-0.002833327,0.004567233,0.003188441
Sorghum,Two,100,0.5,0.5,100,0.434269249,-0.002230922,0.003660963,0.036251927
Sorghum,Two,100,0.5,0.5,500,0.432714328,-0.003785844,0.006247472,2.36E-05
Sorghum,Two,2,0.5,0.9,0,0.555549325,0,0,0
Sorghum,Two,2,0.5,0.9,1,-0.146259901,-0.701809226,0.021434679,0
Sorghum,Two,2,0.5,0.9,2,-0.154406319,-0.709955644,0.018706409,0
Sorghum,Two,2,0.5,0.9,3,-0.158161564,-0.713710889,0.017351498,0
