Species,Trait Type,p,h2,Q,m,means,mean increase,sd,Dunnett_Pvalue_adj
Maize,Two,10,0.9,0.3,2,0.512568204,-0.02168605,0.008536922,0
Maize,Two,10,0.9,0.3,3,0.508976613,-0.025277641,0.009137014,0
Maize,Two,10,0.9,0.3,5,0.514554873,-0.019699381,0.008901307,0
Maize,Two,10,0.9,0.3,10,0.5191191,-0.015135154,0.006586948,0
Maize,Two,10,0.9,0.3,25,0.523568357,-0.010685897,0.007873866,4.47E-11
Maize,Two,10,0.9,0.3,50,0.529508383,-0.004745871,0.007418066,0.012983693
Maize,Two,10,0.9,0.3,100,0.529911098,-0.004343156,0.0060811,0.029046038
Maize,Two,25,0.9,0.3,0,0.413611225,0,0,0
Maize,Two,25,0.9,0.3,1,0.343954698,-0.069656527,0.013859253,0
Maize,Two,25,0.9,0.3,2,0.323364853,-0.090246372,0.004304046,0
Maize,Two,25,0.9,0.3,3,0.323496387,-0.090114838,0.004266219,0
Maize,Two,25,0.9,0.3,5,0.368936672,-0.044674553,0.016733707,0
Maize,Two,25,0.9,0.3,10,0.395438773,-0.018172452,0.009560673,0
Maize,Two,25,0.9,0.3,25,0.404943538,-0.008667687,0.009093164,2.31E-05
Maize,Two,25,0.9,0.3,50,0.403964753,-0.009646472,0.007735226,1.80E-06
Maize,Two,25,0.9,0.3,100,0.403568708,-0.010042517,0.007159191,3.68E-07
Maize,Two,25,0.9,0.3,250,0.403166121,-0.010445104,0.005413764,3.50E-07
Maize,Two,100,0.9,0.3,0,0.598329913,0,0,0
Maize,Two,100,0.9,0.3,1,0.580742748,-0.017587165,0.007845044,7.98E-11
Maize,Two,100,0.9,0.3,2,0.579674629,-0.018655284,0.005606445,1.60E-11
Maize,Two,100,0.9,0.3,3,0.581179659,-0.017150254,0.005035714,1.70E-10
Maize,Two,100,0.9,0.3,5,0.581892149,-0.016437764,0.006106433,9.01E-10
Maize,Two,100,0.9,0.3,10,0.585307377,-0.013022536,0.005507387,2.76E-06
Maize,Two,100,0.9,0.3,25,0.589968948,-0.008360965,0.006782569,0.004762859
Maize,Two,100,0.9,0.3,50,0.59598264,-0.002347273,0.005381699,0.910965964
Maize,Two,100,0.9,0.3,100,0.59771104,-0.000618873,0.00420439,0.999994975
Maize,Two,100,0.9,0.3,250,0.597944592,-0.000385321,0.007619499,0.99999992
Maize,Two,2,0.9,0.5,0,0.422687268,0,0,0
Maize,Two,2,0.9,0.5,1,0.170680842,-0.252006426,0,0
Maize,Two,2,0.9,0.5,2,0.380262344,-0.042424923,0.018965542,0
Maize,Two,2,0.9,0.5,3,0.387944661,-0.034742607,0.015652719,0
Maize,Two,2,0.9,0.5,5,0.399965044,-0.022722223,0.013533682,4.33E-15
Maize,Two,2,0.9,0.5,10,0.395828197,-0.026859071,0.01719228,0
Maize,Two,2,0.9,0.5,25,0.40047482,-0.022212448,0.013677592,8.55E-15
Maize,Two,3,0.9,0.5,0,0.523946539,0,0,0
Maize,Two,3,0.9,0.5,1,0.443259373,-0.080687166,0.0145792,0
Maize,Two,3,0.9,0.5,2,0.4494901,-0.074456438,0.019980677,0
Maize,Two,3,0.9,0.5,3,0.464845787,-0.059100752,0.014969876,0
Maize,Two,3,0.9,0.5,5,0.465280072,-0.058666466,0.008986651,0
Maize,Two,3,0.9,0.5,10,0.48991477,-0.034031769,0.012606419,0
Maize,Two,3,0.9,0.5,25,0.503915033,-0.020031506,0.00892337,2.65E-13
Maize,Two,5,0.9,0.5,0,0.598219351,0,0,0
Maize,Two,5,0.9,0.5,1,0.448689995,-0.149529356,0,0
Maize,Two,5,0.9,0.5,2,0.448689995,-0.149529356,0,0
Maize,Two,5,0.9,0.5,3,0.452395285,-0.145824065,0.005717387,0
Maize,Two,5,0.9,0.5,5,0.490425708,-0.107793643,0.004238795,0
Maize,Two,5,0.9,0.5,10,0.559704629,-0.038514722,0.013292052,0
Maize,Two,5,0.9,0.5,25,0.588229514,-0.009989837,0.009939356,1.83E-11
Maize,Two,5,0.9,0.5,50,0.590842302,-0.007377049,0.008009145,1.34E-06
Maize,Two,10,0.9,0.5,0,0.440681587,0,0,0
Maize,Two,10,0.9,0.5,1,0.380467861,-0.060213725,3.69E-05,0
Maize,Two,10,0.9,0.5,2,0.380482598,-0.060198989,0,0
Maize,Two,10,0.9,0.5,3,0.380482598,-0.060198989,0,0
Maize,Two,10,0.9,0.5,5,0.425547558,-0.015134028,0.012179279,0
Maize,Two,10,0.9,0.5,10,0.43059405,-0.010087536,0.008973825,1.21E-10
Maize,Two,10,0.9,0.5,25,0.430420995,-0.010260592,0.007479699,5.75E-11
Maize,Two,10,0.9,0.5,50,0.432171852,-0.008509735,0.011201266,8.10E-08
Maize,Two,10,0.9,0.5,100,0.434057234,-0.006624353,0.009014578,0.000115111
Maize,Two,25,0.9,0.5,0,0.513264762,0,0,0
Maize,Two,25,0.9,0.5,1,0.408853328,-0.104411434,0.000783979,0
Maize,Two,25,0.9,0.5,2,0.412430498,-0.100834264,0.00145948,0
Maize,Two,25,0.9,0.5,3,0.412725419,-0.100539343,0,0
Maize,Two,25,0.9,0.5,5,0.461185311,-0.052079451,0.026086936,0
Maize,Two,25,0.9,0.5,10,0.503688621,-0.009576141,0.006741478,1.42E-05
Maize,Two,25,0.9,0.5,25,0.503836028,-0.009428733,0.007725828,1.74E-05
Maize,Two,25,0.9,0.5,50,0.50342772,-0.009837042,0.008539076,5.71E-06
Maize,Two,25,0.9,0.5,100,0.504628615,-0.008636147,0.00717675,0.000127913
Maize,Two,25,0.9,0.5,250,0.506314888,-0.006949873,0.007030394,0.00352276
Maize,Two,100,0.9,0.5,0,0.488883967,0,0,0
Maize,Two,100,0.9,0.5,1,0.314417408,-0.174466559,0,0
Maize,Two,100,0.9,0.5,2,0.378008613,-0.110875355,0.022399602,0
Maize,Two,100,0.9,0.5,3,0.378060393,-0.110823574,0.021099528,0
Maize,Two,100,0.9,0.5,5,0.349423632,-0.139460335,0,0
Maize,Two,100,0.9,0.5,10,0.393556627,-0.09532734,0.016340112,0
Maize,Two,100,0.9,0.5,25,0.395603728,-0.093280239,0.012534706,0
Maize,Two,100,0.9,0.5,50,0.42629966,-0.062584307,0.027600108,0
Maize,Two,100,0.9,0.5,100,0.470433194,-0.018450773,0.008623469,0.023551379
Maize,Two,100,0.9,0.5,250,0.480098366,-0.008785601,0.007018797,0.624087112
Maize,Two,2,0.9,0.9,0,0.36311151,0,0,0
Maize,Two,2,0.9,0.9,1,0.269162223,-0.093949287,0.030937575,0
Maize,Two,2,0.9,0.9,2,0.267988649,-0.095122861,0.024771005,0
Maize,Two,2,0.9,0.9,3,0.280347547,-0.082763963,0.032328294,0
Maize,Two,2,0.9,0.9,5,0.316535913,-0.046575597,0.034355481,0
Maize,Two,2,0.9,0.9,10,0.354639459,-0.008472051,0.019065913,0.330427009
Maize,Two,2,0.9,0.9,25,0.354346995,-0.008764515,0.010509445,0.297705114
Maize,Two,3,0.9,0.9,0,0.549067716,0,0,0
Maize,Two,3,0.9,0.9,1,0.075383755,-0.473683961,0,0
Maize,Two,3,0.9,0.9,2,0.12574198,-0.423325736,0.003639355,0
Maize,Two,3,0.9,0.9,3,0.162883901,-0.386183815,0.00166029,0
Maize,Two,3,0.9,0.9,5,0.220145126,-0.32892259,0.003978227,0
Maize,Two,3,0.9,0.9,10,0.283647158,-0.265420558,0.004107244,0
Maize,Two,3,0.9,0.9,25,0.438091969,-0.110975747,0.042646577,0
Maize,Two,5,0.9,0.9,0,0.661179783,0,0,0
Maize,Two,5,0.9,0.9,1,0.441996671,-0.219183112,0.018234972,0
Maize,Two,5,0.9,0.9,2,0.431420531,-0.229759252,0.008247791,0
Maize,Two,5,0.9,0.9,3,0.431991148,-0.229188635,0.010954672,0
Maize,Two,5,0.9,0.9,5,0.504226879,-0.156952904,0.044310933,0
Maize,Two,5,0.9,0.9,10,0.572633825,-0.088545957,0.016164569,0
Maize,Two,5,0.9,0.9,25,0.599656795,-0.061522987,0.023685672,0
Maize,Two,5,0.9,0.9,50,0.648619341,-0.012560442,0.012043671,0.016087079
Maize,Two,10,0.9,0.9,0,0.253173555,0,0,0
Maize,Two,10,0.9,0.9,1,0.268366804,0.015193249,1.01E-15,0
Maize,Two,10,0.9,0.9,2,0.276674668,0.023501113,0.007284367,0
Maize,Two,10,0.9,0.9,3,0.274297874,0.021124319,0.00782721,0
Maize,Two,10,0.9,0.9,5,0.276998425,0.023824869,0.00197191,0
Maize,Two,10,0.9,0.9,10,0.253485747,0.000312191,0.007455281,0.999998849
Maize,Two,10,0.9,0.9,25,0.232359964,-0.020813591,0.009464449,0
Maize,Two,10,0.9,0.9,50,0.225771204,-0.027402351,0.016503734,0
Maize,Two,10,0.9,0.9,100,0.245715823,-0.007457732,0.010152225,9.09E-05
Maize,Two,25,0.9,0.9,0,0.130753231,0,0,0
Maize,Two,25,0.9,0.9,1,0.077230231,-0.053523,0,0
Maize,Two,25,0.9,0.9,2,0.102990685,-0.027762546,0.007898711,0
Maize,Two,25,0.9,0.9,3,0.114168669,-0.016584562,0.009337497,2.60E-10
Maize,Two,25,0.9,0.9,5,0.087250923,-0.043502308,0.014480152,0
Maize,Two,25,0.9,0.9,10,0.089706219,-0.041047013,0.013792884,0
Maize,Two,25,0.9,0.9,25,0.115376311,-0.01537692,0.013753331,6.93E-09
Maize,Two,25,0.9,0.9,50,0.126757808,-0.003995423,0.017603629,0.47414542
Maize,Two,25,0.9,0.9,100,0.127811774,-0.002941457,0.01633655,0.792825566
Maize,Two,25,0.9,0.9,250,0.123655229,-0.007098002,0.013580234,0.028381971
Maize,Two,100,0.9,0.9,0,0.460695841,0,0,0
Maize,Two,100,0.9,0.9,1,0.374769025,-0.085926816,0.007810317,0
Maize,Two,100,0.9,0.9,2,0.374077034,-0.086618808,0.001170992,0
Maize,Two,100,0.9,0.9,3,0.374077034,-0.086618808,0.001170992,0
Maize,Two,100,0.9,0.9,5,0.374077034,-0.086618808,0.001170992,0
Maize,Two,100,0.9,0.9,10,0.37441507,-0.086280771,0,0
Maize,Two,100,0.9,0.9,25,0.376499103,-0.084196738,0.005854058,0
Maize,Two,100,0.9,0.9,50,0.381518654,-0.079177187,0.011868665,0
Maize,Two,100,0.9,0.9,100,0.382617865,-0.078077977,0.013236268,0
Maize,Two,100,0.9,0.9,250,0.396539903,-0.064155938,0.018939627,0
Maize,One,1,0.1,0.1,0,0.118583562,0,0,0
Maize,One,1,0.1,0.1,1,0.085884579,-0.032698983,0.024769973,3.17E-11
Maize,One,1,0.1,0.1,2,0.080025708,-0.038557853,0.024398512,7.55E-15
Maize,One,1,0.1,0.1,3,0.081201239,-0.037382323,0.025034251,7.04E-14
Maize,One,1,0.1,0.1,5,0.080245301,-0.038338261,0.024722061,1.44E-14
Maize,One,1,0.1,0.1,10,0.086196078,-0.032387484,0.027285941,5.48E-11
Maize,One,1,0.1,0.1,25,0.096448506,-0.022135056,0.025017206,1.75E-05
Maize,One,5,0.1,0.1,0,0.115513402,0,0,0
Maize,One,5,0.1,0.1,1,0.109111756,-0.006401646,0.015104766,0.155544719
Maize,One,5,0.1,0.1,2,0.108053871,-0.007459532,0.01692277,0.067396512
Maize,One,5,0.1,0.1,3,0.108820253,-0.006693149,0.016732367,0.125154328
Maize,One,5,0.1,0.1,5,0.105632595,-0.009880808,0.018689198,0.006076196
Maize,One,5,0.1,0.1,10,0.107585475,-0.007927927,0.017959364,0.044566474
Maize,One,5,0.1,0.1,25,0.113598603,-0.001914799,0.01249944,0.982698011
Maize,One,5,0.1,0.1,50,0.110716268,-0.004797134,0.012000357,0.426324923
Maize,One,25,0.1,0.1,0,0.257210242,0,0,0
Maize,One,25,0.1,0.1,1,0.25247671,-0.004733531,0.01398632,0.091762007
Maize,One,25,0.1,0.1,2,0.253596304,-0.003613938,0.011053988,0.300869893
Maize,One,25,0.1,0.1,3,0.253686699,-0.003523543,0.008361126,0.32621759
Maize,One,25,0.1,0.1,5,0.25334794,-0.003862302,0.010802479,0.238252851
Maize,One,25,0.1,0.1,10,0.253072767,-0.004137475,0.009921907,0.180161127
Maize,One,25,0.1,0.1,25,0.254044272,-0.00316597,0.009379277,0.438920153
Maize,One,25,0.1,0.1,100,0.256260285,-0.000949956,0.009852814,0.99693901
Maize,One,100,0.1,0.1,0,0.172000178,0,0,0
Maize,One,100,0.1,0.1,1,0.167704339,-0.004295839,0.007213296,0.011024722
Maize,One,100,0.1,0.1,2,0.168669607,-0.003330571,0.00673341,0.083345801
Maize,One,100,0.1,0.1,3,0.168914998,-0.00308518,0.007606045,0.128102617
Maize,One,100,0.1,0.1,5,0.169400231,-0.002599947,0.006043856,0.270008568
Maize,One,100,0.1,0.1,10,0.167185878,-0.0048143,0.006278021,0.003090081
Maize,One,100,0.1,0.1,25,0.168477392,-0.003522785,0.007025944,0.058067401
Maize,One,100,0.1,0.1,100,0.171304902,-0.000695275,0.008857172,0.997607921
Maize,One,100,0.1,0.1,500,0.169272085,-0.002728093,0.007215275,0.224711164
Maize,One,1,0.1,0.5,0,0.132909185,0,0,0
Maize,One,1,0.1,0.5,1,0.132690624,-0.000218561,0.008503687,0.999985437
Maize,One,1,0.1,0.5,2,0.131296486,-0.001612699,0.007250141,0.678940886
Maize,One,1,0.1,0.5,3,0.131278629,-0.001630556,0.007068509,0.669094658
Maize,One,1,0.1,0.5,5,0.133101363,0.000192178,0.006558929,0.999993198
Maize,One,1,0.1,0.5,10,0.132533675,-0.00037551,0.006928654,0.999657522
Maize,One,1,0.1,0.5,25,0.132687947,-0.000221238,0.006798405,0.999984351
Maize,One,5,0.1,0.5,0,0.167031864,0,0,0
Maize,One,5,0.1,0.5,1,0.156462542,-0.010569322,0.020366815,0.013269181
Maize,One,5,0.1,0.5,2,0.156187739,-0.010844125,0.022021588,0.010429827
Maize,One,5,0.1,0.5,3,0.155844891,-0.011186973,0.024847733,0.007645168
Maize,One,5,0.1,0.5,5,0.157088627,-0.009943237,0.023853811,0.023079146
Maize,One,5,0.1,0.5,10,0.163828232,-0.003203632,0.008350214,0.892268978
Maize,One,5,0.1,0.5,25,0.163353902,-0.003677962,0.007952837,0.813836252
Maize,One,5,0.1,0.5,50,0.163146107,-0.003885757,0.011387769,0.77383772
Maize,One,25,0.1,0.5,0,0.000778587,0,0,0
Maize,One,25,0.1,0.5,1,-0.004084698,-0.004863285,0.013538919,0.061805152
Maize,One,25,0.1,0.5,2,-0.001804486,-0.002583073,0.009472731,0.615595999
Maize,One,25,0.1,0.5,3,9.82E-05,-0.000680367,0.00834404,0.999530181
Maize,One,25,0.1,0.5,5,0.001132164,0.000353577,0.010453329,0.999994201
Maize,One,25,0.1,0.5,10,-0.001276379,-0.002054966,0.009352662,0.812909882
Maize,One,25,0.1,0.5,25,0.001155917,0.00037733,0.009116692,0.999990947
Maize,One,25,0.1,0.5,100,-0.001261975,-0.002040562,0.010426568,0.817683197
Maize,One,100,0.1,0.5,0,0.106045263,0,0,0
Maize,One,100,0.1,0.5,1,0.104974964,-0.001070298,0.015429489,0.999892994
Maize,One,100,0.1,0.5,2,0.101954514,-0.004090748,0.015472518,0.708025122
Maize,One,100,0.1,0.5,3,0.103087378,-0.002957885,0.015432514,0.921680906
Maize,One,100,0.1,0.5,5,0.101831469,-0.004213793,0.016419515,0.679208371
Maize,One,100,0.1,0.5,10,0.100526496,-0.005518766,0.021473496,0.385538482
Maize,One,100,0.1,0.5,25,0.099998376,-0.006046887,0.021723534,0.289397582
Maize,One,100,0.1,0.5,100,0.104972856,-0.001072407,0.016179776,0.999891414
Maize,One,100,0.1,0.5,500,0.106805985,0.000760722,0.011419773,0.999992066
Maize,One,1,0.1,0.9,0,-0.051289212,0,0,0
Maize,One,1,0.1,0.9,1,-0.074274882,-0.022985671,0.026313646,5.65E-05
Maize,One,1,0.1,0.9,2,-0.075596008,-0.024306796,0.030988488,1.50E-05
Maize,One,1,0.1,0.9,3,-0.074495651,-0.023206439,0.031608013,4.95E-05
Maize,One,1,0.1,0.9,5,-0.068487599,-0.017198388,0.029986684,0.004748929
Maize,One,1,0.1,0.9,10,-0.0540023,-0.002713088,0.0225209,0.988907931
Maize,One,1,0.1,0.9,25,-0.047156233,0.004132978,0.022703946,0.920701663
Maize,One,5,0.1,0.9,0,0.044051967,0,0,0
Maize,One,5,0.1,0.9,1,0.048742039,0.004690072,0.010904409,0.121340592
Maize,One,5,0.1,0.9,2,0.047793723,0.003741755,0.010624867,0.308277031
Maize,One,5,0.1,0.9,3,0.049442592,0.005390625,0.01242111,0.052771836
Maize,One,5,0.1,0.9,5,0.049942754,0.005890787,0.010455292,0.027172734
Maize,One,5,0.1,0.9,10,0.048933798,0.00488183,0.011388828,0.097833645
Maize,One,5,0.1,0.9,25,0.049153566,0.005101599,0.011088874,0.075504288
Maize,One,5,0.1,0.9,50,0.047679414,0.003627447,0.010439092,0.339581346
Maize,One,25,0.1,0.9,0,0.145586306,0,0,0
Maize,One,25,0.1,0.9,1,0.137103435,-0.008482871,0.016692755,0.000143827
Maize,One,25,0.1,0.9,2,0.141722429,-0.003863878,0.009934987,0.228946894
Maize,One,25,0.1,0.9,3,0.141870825,-0.003715482,0.008846172,0.264500069
Maize,One,25,0.1,0.9,5,0.144675575,-0.000910732,0.008449125,0.997486558
Maize,One,25,0.1,0.9,10,0.14231397,-0.003272337,0.009277475,0.392834586
Maize,One,25,0.1,0.9,25,0.143423226,-0.002163081,0.009055799,0.795979941
Maize,One,25,0.1,0.9,100,0.145437452,-0.000148854,0.008780927,0.999999988
Maize,One,100,0.1,0.9,0,0.173613796,0,0,0
Maize,One,100,0.1,0.9,1,0.172817345,-0.000796451,0.005514089,0.99924953
Maize,One,100,0.1,0.9,2,0.172224557,-0.001389239,0.004185698,0.972302953
Maize,One,100,0.1,0.9,3,0.172111702,-0.001502094,0.004660935,0.957429228
Maize,One,100,0.1,0.9,5,0.17237152,-0.001242276,0.003931664,0.985608707
Maize,One,100,0.1,0.9,10,0.173129737,-0.000484059,0.006790243,0.999981449
Maize,One,100,0.1,0.9,25,0.173862775,0.00024898,0.004670319,0.999999897
Maize,One,100,0.1,0.9,100,0.171746952,-0.001866844,0.006082526,0.877462115
Maize,One,100,0.1,0.9,500,0.172890464,-0.000723331,0.007312603,0.999624698
Maize,One,1,0.5,0.1,0,0.340926849,0,0,0
Maize,One,1,0.5,0.1,1,0.328160962,-0.012765887,0.012746074,9.78E-11
Maize,One,1,0.5,0.1,2,0.327934694,-0.012992155,0.01015092,2.87E-11
Maize,One,1,0.5,0.1,3,0.331022337,-0.009904512,0.00919862,6.17E-07
Maize,One,1,0.5,0.1,5,0.331308912,-0.009617937,0.008613844,1.37E-06
Maize,One,1,0.5,0.1,10,0.330736119,-0.01019073,0.008675688,2.50E-07
Maize,One,1,0.5,0.1,25,0.331538175,-0.009388674,0.009518069,2.69E-06
Maize,One,5,0.5,0.1,0,0.25502166,0,0,0
Maize,One,5,0.5,0.1,1,0.156562895,-0.098458765,0,0
Maize,One,5,0.5,0.1,2,0.222612536,-0.032409125,0.026422372,0
Maize,One,5,0.5,0.1,3,0.22731731,-0.02770435,0.015071837,0
Maize,One,5,0.5,0.1,5,0.228831698,-0.026189962,0.012088757,0
Maize,One,5,0.5,0.1,10,0.222064184,-0.032957476,0.011501816,0
Maize,One,5,0.5,0.1,25,0.222089015,-0.032932645,0.013789264,0
Maize,One,5,0.5,0.1,50,0.222588316,-0.032433345,0.01368681,0
Maize,One,25,0.5,0.1,0,0.349742805,0,0,0
Maize,One,25,0.5,0.1,1,-0.045093407,-0.394836213,0,0
Maize,One,25,0.5,0.1,2,-0.045093407,-0.394836213,0,0
Maize,One,25,0.5,0.1,3,0.031574954,-0.318167851,0.089664665,0
Maize,One,25,0.5,0.1,5,0.204417259,-0.145325547,0.106763988,0
Maize,One,25,0.5,0.1,10,0.298136871,-0.051605934,0.046134844,8.58E-06
Maize,One,25,0.5,0.1,25,0.323193252,-0.026549554,0.025983699,0.066705524
Maize,One,25,0.5,0.1,100,0.346085439,-0.003657367,0.009018305,0.999607058
Maize,One,100,0.5,0.1,0,0.408383898,0,0,0
Maize,One,100,0.5,0.1,1,0.348533863,-0.059850034,0.008588337,0
Maize,One,100,0.5,0.1,2,0.35291016,-0.055473738,0.012088114,0
Maize,One,100,0.5,0.1,3,0.369925932,-0.038457965,0.011897292,0
Maize,One,100,0.5,0.1,5,0.391869563,-0.016514335,0.008840983,2.13E-07
Maize,One,100,0.5,0.1,10,0.395465426,-0.012918471,0.009170673,0.000104117
Maize,One,100,0.5,0.1,25,0.404196107,-0.004187791,0.006107272,0.563424855
Maize,One,100,0.5,0.1,100,0.406186462,-0.002197436,0.003208903,0.968728859
Maize,One,100,0.5,0.1,500,0.40560922,-0.002774678,0.003490018,0.89773069
Maize,One,1,0.5,0.5,0,0.374261116,0,0,0
Maize,One,1,0.5,0.5,1,0.14290748,-0.231353635,0,0
Maize,One,1,0.5,0.5,2,0.26337263,-0.110888485,0.010976145,0
Maize,One,1,0.5,0.5,3,0.265054046,-0.10920707,0.01317743,0
Maize,One,1,0.5,0.5,5,0.275510812,-0.098750303,0.003697875,0
Maize,One,1,0.5,0.5,10,0.290733314,-0.083527802,0.023285307,0
Maize,One,1,0.5,0.5,25,0.366587491,-0.007673625,0.015279708,0.01177231
Maize,One,5,0.5,0.5,0,0.388530923,0,0,0
Maize,One,5,0.5,0.5,1,0.116936034,-0.271594889,0.007076026,0
Maize,One,5,0.5,0.5,2,0.114736544,-0.273794379,0,0
Maize,One,5,0.5,0.5,3,0.203911911,-0.184619012,0.082692653,0
Maize,One,5,0.5,0.5,5,0.361859513,-0.02667141,0.033505483,0.000268508
Maize,One,5,0.5,0.5,10,0.381081429,-0.007449495,0.010152844,0.753941115
Maize,One,5,0.5,0.5,25,0.38358735,-0.004943573,0.007524163,0.955561186
Maize,One,5,0.5,0.5,50,0.383297792,-0.005233131,0.006394452,0.941410758
Maize,One,25,0.5,0.5,0,0.345031072,0,0,0
Maize,One,25,0.5,0.5,1,0.080745953,-0.264285119,0.025429955,0
Maize,One,25,0.5,0.5,2,0.008907006,-0.336124066,0.042215581,0
Maize,One,25,0.5,0.5,3,-0.001041984,-0.346073056,0.012478881,0
Maize,One,25,0.5,0.5,5,0.021258688,-0.323772384,0.005048991,0
Maize,One,25,0.5,0.5,10,0.121196613,-0.223834459,0.043924724,0
Maize,One,25,0.5,0.5,25,0.204311245,-0.140719827,0.058940788,0
Maize,One,25,0.5,0.5,100,0.332874278,-0.012156794,0.012224328,0.258707838
Maize,One,100,0.5,0.5,0,0.415818175,0,0,0
Maize,One,100,0.5,0.5,1,0.097673839,-0.318144337,0.004452658,0
Maize,One,100,0.5,0.5,2,0.097673839,-0.318144337,0.004452658,0
Maize,One,100,0.5,0.5,3,0.147063896,-0.268754279,0.038625566,0
Maize,One,100,0.5,0.5,5,0.175258182,-0.240559994,0,0
Maize,One,100,0.5,0.5,10,0.252654181,-0.163163994,0.062785015,0
Maize,One,100,0.5,0.5,25,0.35515219,-0.060665985,0.038171631,4.88E-08
Maize,One,100,0.5,0.5,100,0.404475794,-0.011342382,0.008250251,0.798427323
Maize,One,100,0.5,0.5,500,0.417715691,0.001897515,0.00584044,0.99999839
Maize,One,1,0.5,0.9,0,0.465286826,0,0,0
Maize,One,1,0.5,0.9,1,0.065813251,-0.399473575,0.03103921,0
Maize,One,1,0.5,0.9,2,0.063590466,-0.40169636,0.027641511,0
Maize,One,1,0.5,0.9,3,0.06292955,-0.402357276,0.024019853,0
Maize,One,1,0.5,0.9,5,0.063787629,-0.401499197,0.023770958,0
Maize,One,1,0.5,0.9,10,0.072408904,-0.392877922,0.011635968,0
Maize,One,1,0.5,0.9,25,0.080882886,-0.38440394,0.012990662,0
Maize,One,5,0.5,0.9,0,0.359699392,0,0,0
Maize,One,5,0.5,0.9,1,0.329313585,-0.030385807,0.016837521,0
Maize,One,5,0.5,0.9,2,0.332095387,-0.027604004,0.016477868,0
Maize,One,5,0.5,0.9,3,0.337603957,-0.022095434,0.014062168,0
Maize,One,5,0.5,0.9,5,0.344734422,-0.01496497,0.0109542,1.13E-09
Maize,One,5,0.5,0.9,10,0.351152806,-0.008546586,0.010051905,0.001454767
Maize,One,5,0.5,0.9,25,0.352845618,-0.006853774,0.006626249,0.017957837
Maize,One,5,0.5,0.9,50,0.354174774,-0.005524618,0.006242095,0.087623349
Maize,One,25,0.5,0.9,0,0.230967837,0,0,0
Maize,One,25,0.5,0.9,1,0.198834692,-0.032133145,0.037499612,5.55E-09
Maize,One,25,0.5,0.9,2,0.200649178,-0.03031866,0.036820908,1.17E-07
Maize,One,25,0.5,0.9,3,0.200946102,-0.030021736,0.035602933,8.08E-08
Maize,One,25,0.5,0.9,5,0.210121792,-0.020846046,0.028969439,0.000529456
Maize,One,25,0.5,0.9,10,0.225577347,-0.005390491,0.016827877,0.838375801
Maize,One,25,0.5,0.9,25,0.227646988,-0.003320849,0.013516466,0.983788499
Maize,One,25,0.5,0.9,100,0.22227843,-0.008689407,0.010297126,0.392591178
Maize,One,100,0.5,0.9,0,0.373889334,0,0,0
Maize,One,100,0.5,0.9,1,0.359652927,-0.014236407,0.013438924,0.006443808
Maize,One,100,0.5,0.9,2,0.362523495,-0.011365839,0.020045692,0.047021914
Maize,One,100,0.5,0.9,3,0.364586493,-0.009302841,0.014509454,0.15214585
Maize,One,100,0.5,0.9,5,0.370342373,-0.003546961,0.010056474,0.94869937
Maize,One,100,0.5,0.9,10,0.372348712,-0.001540622,0.009449343,0.999771304
Maize,One,100,0.5,0.9,25,0.368710724,-0.00517861,0.009901207,0.738048528
Maize,One,100,0.5,0.9,100,0.36403634,-0.009852994,0.008259938,0.113660159
Maize,One,100,0.5,0.9,500,0.367058991,-0.006830343,0.01073744,0.450445776
Maize,One,1,0.9,0.1,0,0.41498713,0,0,0
Maize,One,1,0.9,0.1,1,0.143864063,-0.271123067,0.044137402,0
Maize,One,1,0.9,0.1,2,0.143864063,-0.271123067,0.044137402,0
Maize,One,1,0.9,0.1,3,0.143864063,-0.271123067,0.044137402,0
Maize,One,1,0.9,0.1,5,0.109186622,-0.305800508,0.042017777,0
Maize,One,1,0.9,0.1,10,0.37014913,-0.044838,0.015057988,1.70E-09
Maize,One,1,0.9,0.1,25,0.406684149,-0.008302982,0.008326461,0.658591154
Maize,One,5,0.9,0.1,0,0.411988362,0,0,0
Maize,One,5,0.9,0.1,1,0.20829928,-0.203689082,0,0
Maize,One,5,0.9,0.1,2,0.284155367,-0.127832995,0.027369177,0
Maize,One,5,0.9,0.1,3,0.334944215,-0.077044147,0.022865303,0
Maize,One,5,0.9,0.1,5,0.372282898,-0.039705464,0.009670535,0
Maize,One,5,0.9,0.1,10,0.391103636,-0.020884727,0.021349093,7.40E-08
Maize,One,5,0.9,0.1,25,0.398748158,-0.013240204,0.016809087,0.00067955
Maize,One,5,0.9,0.1,50,0.405903692,-0.00608467,0.013799964,0.314291943
Maize,One,25,0.9,0.1,0,0.255914549,0,0,0
Maize,One,25,0.9,0.1,1,0.225205733,-0.030708816,0.002657868,0
Maize,One,25,0.9,0.1,2,0.228407593,-0.027506956,0.002205343,0
Maize,One,25,0.9,0.1,3,0.231689783,-0.024224765,0,0
Maize,One,25,0.9,0.1,5,0.233140078,-0.022774471,0,0
Maize,One,25,0.9,0.1,10,0.228910933,-0.027003616,0.017144033,0
Maize,One,25,0.9,0.1,25,0.239240677,-0.016673872,0.01808587,8.77E-15
Maize,One,25,0.9,0.1,100,0.247254005,-0.008660544,0.013295835,0.00013148
Maize,One,100,0.9,0.1,0,0.557977231,0,0,0
Maize,One,100,0.9,0.1,1,-0.18831159,-0.746288821,0.000381755,0
Maize,One,100,0.9,0.1,2,-0.133655026,-0.691632257,0.002478391,0
